id,tokens,ner_tags
1353,"['The' 'purely' 'nominal' 'control' 'over' 'the' 'applications' 'uploaded'
 'to' 'these' 'stores' 'means' 'attackers' 'can' 'conceal' 'Trojans' 'in'
 'apps' 'made' 'to' 'look' 'like' 'innocent' 'games' 'or' 'utilities' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10]"
1354,['Distribution' 'via' 'botnets' '.'],[10 10 10 10]
1355,"['As' 'a' 'rule' ',' 'bots' 'self-proliferate' 'by' 'sending' 'out' 'text'
 'messages' 'with' 'a' 'malicious' 'link' 'to' 'addresses' 'in' 'the'
 'victim' '’' 's' 'address' 'book' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10]"
1356,"['We' 'also' 'registered' 'one' 'episode' 'of' 'mobile' 'malware'
 'spreading' 'via' 'a' 'third-party' 'botnet' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1357,"['Resistance' 'to' 'anti-malware' 'protection' 'The' 'ability' 'of'
 'malicious' 'software' 'to' 'operate' 'continuously' 'on' 'the' 'victim'
 '’' 's' 'mobile' 'device' 'is' 'an' 'important' 'aspect' 'of' 'its'
 'development' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10]"
1358,"['The' 'longer' 'a' 'Trojan' '“' 'lives' '”' 'on' 'a' 'smartphone' ','
 'the' 'more' 'money' 'it' 'will' 'make' 'for' 'the' 'owner' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1359,"['This' 'is' 'an' 'area' 'where' 'virus' 'writers' 'are' 'actively'
 'working' ',' 'resulting' 'in' 'a' 'large' 'number' 'of' 'technological'
 'innovations' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1360,"['Criminals' 'are' 'increasingly' 'using' 'obfuscation' ',' 'the'
 'deliberate' 'act' 'of' 'creating' 'complex' 'code' 'to' 'make' 'it'
 'difficult' 'to' 'analyze' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1361,"['The' 'more' 'complex' 'the' 'obfuscation' ',' 'the' 'longer' 'it' 'will'
 'take' 'an' 'antivirus' 'solution' 'to' 'neutralize' 'the' 'malicious'
 'code' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1362,"['Tellingly' ',' 'current' 'virus' 'writers' 'have' 'mastered'
 'commercial' 'obfuscators' '.']",[10 10 10 10 10 10 10 10 10 10]
1363,['This' 'implies' 'they' 'have' 'made' 'considerable' 'investments' '.'],[10 10 10 10 10 10 10 10]
1364,"['For' 'example' ',' 'one' 'commercial' 'obfuscator' ',' 'which' 'cost'
 '€350' ',' 'was' 'used' 'for' 'Trojans' 'and' 'Opfak.bo' 'Obad.a'
 'Android' 'vulnerabilities' 'are' 'used' 'by' 'criminals' 'for' 'three'
 'reasons' ':' 'to' 'bypass' 'the' 'code' 'integrity' 'check' 'when'
 'installing' 'an' 'application' '(' 'vulnerability' 'Master' 'Key' ')'
 ';' 'to' 'enhance' 'the' 'rights' 'of' 'malicious' 'applications' ','
 'considerably' 'extending' 'their' 'capabilities' ';' 'and' 'to' 'make'
 'it' 'more' 'difficult' 'to' 'remove' 'malware' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  1  6 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
1365,"['For' 'example' ',' 'Svpeng' 'uses' 'a' 'previously' 'unknown'
 'vulnerability' 'to' 'protect' 'itself' 'from' 'being' 'removed'
 'manually' 'or' 'by' 'the' 'antivirus' 'program' '.']",[10 10 10  1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1366,"['Cybercriminals' 'also' 'exploit' 'the' 'Master' 'Key' 'vulnerability'
 'and' 'have' 'learned' 'to' 'embed' 'unsigned' 'executable' 'files' 'in'
 'Android' 'installation' 'packages' '.']",[10 10 10 10  4  9  9 10 10 10 10 10 10 10 10 10  3 10 10 10]
1367,"['Digital' 'signature' 'verification' 'can' 'be' 'bypassed' 'by' 'giving'
 'the' 'malicious' 'file' 'exactly' 'the' 'same' 'name' 'as' 'a'
 'legitimate' 'file' 'and' 'placing' 'it' 'on' 'the' 'same' 'level' 'in'
 'the' 'archive' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10]"
1368,"['The' 'system' 'verifies' 'the' 'signature' 'of' 'the' 'legitimate'
 'file' 'while' 'installing' 'the' 'malicious' 'file' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1369,"['Unfortunately' ',' 'there' 'is' 'a' 'specific' 'feature' 'of' 'Android'
 'vulnerabilities' 'that' 'means' 'it' 'is' 'only' 'possible' 'to' 'get'
 'rid' 'of' 'them' 'by' 'receiving' 'an' 'update' 'from' 'the' 'device'
 'manufacturers' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10]"
1370,"['However' ',' 'many' 'users' 'are' 'in' 'no' 'hurry' 'to' 'update' 'the'
 'operating' 'systems' 'of' 'their' 'products' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1371,"['If' 'a' 'smartphone' 'or' 'tablet' 'was' 'released' 'more' 'than' 'a'
 'year' 'ago' ',' 'it' 'is' 'probably' 'no' 'longer' 'supported' 'by'
 'the' 'manufacturer' 'and' 'patching' 'of' 'vulnerabilities' 'is' 'no'
 'longer' 'provided' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10]"
1372,"['In' 'that' 'case' ',' 'the' 'only' 'help' 'comes' 'from' 'an'
 'antivirus' 'solution' ',' 'for' 'example' ',' 'Kaspersky' 'Internet'
 'Security' 'for' 'Android' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  3  8  8 10  3 10]
1373,"['Embedding' 'malicious' 'code' 'in' 'legitimate' 'programs' 'helps'
 'conceal' 'infections' 'from' 'the' 'victim' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10]
1374,"['Of' 'course' ',' 'this' 'does' 'not' 'mean' 'the' 'digital' 'signature'
 'of' 'the' 'software' 'developer' 'can' 'be' 'used' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1375,"['However' ',' 'due' 'to' 'the' 'absence' 'of' 'certification' 'centers'
 'verifying' 'the' 'digital' 'signatures' 'of' 'Android' 'programs' ','
 'nothing' 'prevents' 'criminals' 'from' 'adding' 'their' 'own'
 'signature' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10]"
1376,"['As' 'a' 'result' ',' 'a' 'copy' 'of' 'Angry' 'Birds' 'installed' 'from'
 'an' 'unofficial' 'app' 'store' 'or' 'downloaded' 'from' 'a' 'forum'
 'could' 'easily' 'contain' 'malicious' 'functionality' '.']","[10 10 10 10 10 10 10  3  8 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10]"
1377,"['Capabilities' 'and' 'functionality' 'In' '2013' ',' 'we' 'detected'
 'several' 'technological' 'innovations' 'developed' 'and' 'used' 'by'
 'criminals' 'in' 'their' 'malicious' 'software' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1378,"['Below' 'are' 'descriptions' 'of' 'some' 'of' 'the' 'most' 'interesting'
 '.']",[10 10 10 10 10 10 10 10 10 10]
1379,"['Control' 'of' 'malware' 'from' 'a' 'single' 'center' 'provides'
 'maximum' 'flexibility' '.']",[10 10 10 10 10 10 10 10 10 10 10]
1380,"['Botnets' 'can' 'make' 'considerably' 'more' 'money' 'than' 'autonomous'
 'Trojans' '.']",[10 10 10 10 10 10 10 10 10 10]
1381,"['It' 'comes' 'as' 'no' 'surprise' 'then' 'that' 'many' 'SMS-Trojans'
 'include' 'bot' 'functionality' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10]
1382,"['According' 'to' 'our' 'estimates' ',' 'about' '60' '%' 'of' 'mobile'
 'malware' 'are' 'elements' 'of' 'both' 'large' 'and' 'small' 'mobile'
 'botnets' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1383,"['By' 'using' 'Google' 'Cloud' 'Messaging' 'botnet' 'owners' 'can'
 'operate' 'without' 'a' 'C' '&' 'C' 'server' ',' 'thus' 'eliminating'
 'the' 'threat' 'of' 'the' 'botnet' 'being' 'detected' 'and' 'blocked'
 'by' 'law' 'enforcement' 'authorities' '.']","[10 10  3  8  8 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10]"
1384,"['Google' 'Cloud' 'Messaging' 'is' 'designed' 'to' 'send' 'short'
 'message' '(' 'up' 'to' '4' 'KB' ')' 'to' 'mobile' 'devices' 'via'
 'Google' 'services' '.']",[ 3  8  8 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  2 10 10]
1385,"['The' 'developer' 'simply' 'has' 'to' 'register' 'and' 'receive' 'a'
 'unique' 'ID' 'for' 'his' 'applications' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1386,"['The' 'commands' 'received' 'via' 'GCM' 'can' 'not' 'be' 'blocked'
 'immediately' 'on' 'an' 'infected' 'device' '.']",[10 10 10 10  3 10 10 10 10 10 10 10 10 10 10]
1387,"['We' 'have' 'detected' 'several' 'malicious' 'programs' 'using' 'GCM'
 'for' 'command' 'and' 'control' '–' 'the' 'widespread'
 'Trojan-SMS.AndroidOS.FakeInst.a' ',' 'Trojan-SMS.AndroidOS.Agent.ao' ','
 'and' 'Trojan-SMS.AndroidOS.OpFake.a' 'among' 'others' '.']",[10 10 10 10 10 10 10  3 10 10 10 10 10 10 10  1 10  1 10 10  1 10 10 10]
1388,"['Google' 'is' 'actively' 'combating' 'this' 'use' 'of' 'the' 'service'
 ',' 'responding' 'quickly' 'to' 'reports' 'from' 'antivirus' 'companies'
 'and' 'blocking' 'the' 'IDs' 'of' 'cybercriminals' '.']",[ 2 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1389,"['Attacks' 'on' 'Windows' 'XP' 'allows' 'mobile' 'malware' 'to' 'infect'
 'a' 'PC' 'after' 'connecting' 'a' 'smartphone' 'or' 'tablet' '.']",[10 10  3  8 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1390,"['In' 'early' '2013' 'we' 'detected' 'two' 'identical' 'applications' 'on'
 'Google' 'Play' 'that' 'were' 'allegedly' 'designed' 'for' 'cleaning'
 'the' 'operating' 'system' 'of' 'Android-based' 'devices' 'from'
 'unnecessary' 'processes' '.']","[10 10 10 10 10 10 10 10 10  3  8 10 10 10 10 10 10 10 10 10 10  3 10 10
 10 10 10]"
1391,"['In' 'fact' ',' 'the' 'applications' 'are' 'designed' 'to' 'download'
 'the' 'autorun.inf' 'file' ',' 'an' 'icon' 'file' 'and' 'the'
 'win32-Trojan' 'file' ',' 'which' 'the' 'mobile' 'malicious' 'program'
 'locates' 'in' 'the' 'root' 'directory' 'of' 'an' 'SD' 'card' '.']","[10 10 10 10 10 10 10 10 10 10  0  5 10 10 10 10 10 10  3 10 10 10 10 10
 10 10 10 10 10 10 10 10 10  3  8 10]"
1392,"['On' 'connecting' 'a' 'smartphone' 'in' 'the' 'USB' 'drive' 'emulation'
 'mode' 'to' 'a' 'computer' 'running' 'Windows' 'XP' ',' 'the' 'system'
 'automatically' 'starts' 'the' 'Trojan' '(' 'if' 'AutoPlay' 'on' 'the'
 'external' 'media' 'is' 'not' 'disabled' ')' 'and' 'is' 'infected' '.']","[10 10 10 10 10 10  3  8 10 10 10 10 10 10  3  8 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
1393,"['The' 'Trojan' 'allows' 'the' 'criminals' 'to' 'remotely' 'control' 'the'
 'victim' '’' 's' 'computer' 'and' 'is' 'capable' 'of' 'recording' 'sound'
 'from' 'a' 'microphone' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1394,"['We' 'would' 'like' 'to' 'emphasize' 'that' 'this' 'method' 'of' 'attack'
 'only' 'works' 'on' 'Windows' 'XP' 'and' 'Android' 'versions' 'prior'
 'to' '2.2' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10  3  8 10  3 10 10 10 10 10]
1395,"['The' 'most' 'advanced' 'mobile' 'malicious' 'programs' 'today' 'are'
 'Trojans' 'targeting' 'users' '’' 'bank' 'accounts' '–' 'the' 'most'
 'attractive' 'source' 'of' 'criminal' 'earnings' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1396,"['Trend' 'of' 'the' 'year' ':' 'mobile' 'banking' 'Trojans' '2013' 'was'
 'marked' 'by' 'a' 'rapid' 'rise' 'in' 'the' 'number' 'of' 'Android'
 'banking' 'Trojans' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  3 10 10 10]
1397,"['The' 'cyber' 'industry' 'of' 'mobile' 'malware' 'is' 'becoming' 'more'
 'focused' 'on' 'making' 'profits' 'more' 'effectively' ',' 'i.e.' ','
 'mobile' 'phishing' ',' 'theft' 'of' 'credit' 'card' 'information' ','
 'money' 'transfers' 'from' 'bank' 'cards' 'to' 'mobile' 'phones' 'and'
 'from' 'phones' 'to' 'the' 'criminalas' '’' 'e-wallets' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
1398,"['Cybercriminals' 'have' 'become' 'obsessed' 'by' 'this' 'method' 'of'
 'illegal' 'earnings' ':' 'at' 'the' 'beginning' 'of' 'the' 'year' 'we'
 'knew' 'only' '67' 'banking' 'Trojans' ',' 'but' 'by' 'the' 'end' 'of'
 'the' 'year' 'there' 'were' 'already' '1321' 'unique' 'samples' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
1399,"['Kaspersky' 'Lab' 'mobile' 'products' 'prevented' '2,500' 'infections'
 'by' 'banking' 'Trojans' '.']",[ 3  8 10 10 10 10 10 10 10 10 10]
1400,"['mobile_treats_2013_04s' 'The' 'number' 'of' 'mobile' 'banking' 'Trojans'
 'in' 'our' 'collection' 'Mobile' 'banking' 'Trojans' 'can' 'run'
 'together' 'with' 'Win-32' 'Trojans' 'to' 'bypass' 'the' 'two-factor'
 'authentication' '–' 'mTAN' 'theft' '(' 'the' 'theft' 'of' 'banking'
 'verification' 'codes' 'that' 'banks' 'send' 'their' 'customers' 'in'
 'SMS' 'messages' ')' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  3 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
1401,"['However' ',' 'in' '2013' ',' 'autonomous' 'mobile' 'banking' 'Trojans'
 'developed' 'further' '.']",[10 10 10 10 10 10 10 10 10 10 10 10]
1402,"['Currently' ',' 'such' 'Trojans' 'attack' 'a' 'limited' 'number' 'of'
 'bank' 'customers' ',' 'but' 'it' 'is' 'expected' 'that' 'cybercriminals'
 'will' 'invent' 'new' 'techniques' 'that' 'will' 'allow' 'them' 'to'
 'expand' 'the' 'number' 'and' 'the' 'geography' 'of' 'potential'
 'victims' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10 10]"
1403,"['mobile_treats_2013_05s' 'Infections' 'caused' 'by' 'mobile' 'banking'
 'programs' 'Today' ',' 'the' 'majority' 'of' 'banking' 'Trojan' 'attacks'
 'affect' 'users' 'in' 'Russia' 'and' 'the' 'CIS' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1404,"['However' ',' 'this' 'situation' 'will' 'not' 'last' 'long' ':' 'given'
 'the' 'cybercriminals' '’' 'interest' 'in' 'user' 'bank' 'accounts' ','
 'the' 'activity' 'of' 'mobile' 'banking' 'Trojans' 'is' 'expected' 'to'
 'grow' 'in' 'other' 'countries' 'in' '2014' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10]"
1405,"['As' 'mentioned' 'above' ',' 'banking' 'Trojans' 'are' 'perhaps' 'the'
 'most' 'complex' 'of' 'all' 'mobile' 'threats' ',' 'and' 'Svpeng' 'is'
 'one' 'of' 'the' 'most' 'striking' 'examples' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  1 10 10 10 10 10 10
 10 10]"
1406,"['Svpeng' 'In' 'mid-July' ',' 'we' 'detected'
 'Trojan-SMS.AndroidOS.Svpeng.a' 'which' ',' 'unlike' 'its' 'SMS' 'Trojan'
 'counterparts' ',' 'is' 'focused' 'on' 'stealing' 'money' 'from' 'the'
 'victiim' '’' 's' 'bank' 'account' 'rather' 'than' 'from' 'his' 'mobile'
 'phone' '.']","[ 1 10 10 10 10 10  1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10]"
1407,"['It' 'can' 'not' 'act' 'independently' 'and' 'operates' 'strictly' 'in'
 'accordance' 'with' 'commands' 'received' 'from' 'the' 'C' '&' 'C'
 'server' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1408,"['This' 'malicious' 'program' 'spreads' 'via' 'SMS' 'spam' 'and' 'from'
 'compromised' 'legitimate' 'sites' 'that' 'redirect' 'mobile' 'users'
 'to' 'a' 'malicious' 'resource' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1409,"['There' 'the' 'user' 'is' 'prompted' 'to' 'download' 'and' 'install' 'a'
 'Trojan' 'imitating' 'an' 'Adobe' 'Flash' 'Player' 'update' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10  3  8  8 10 10]
1410,['Svpeng' 'is' 'capable' 'of' 'doing' 'lots' 'of' 'things' '.'],[ 1 10 10 10 10 10 10 10 10]
1411,"['It' 'collects' 'information' 'about' 'the' 'smartphone' '(' 'IMEI' ','
 'country' ',' 'service' 'provider' ',' 'operating' 'system' 'language'
 ')' 'and' 'sends' 'it' 'to' 'the' 'host' 'via' 'the' 'HTTP' 'POST'
 'request' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10]"
1412,"['This' 'appears' 'to' 'be' 'necessary' 'to' 'determine' 'the' 'number'
 'of' 'banks' 'the' 'victim' 'may' 'use' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1413,"['Svpeng' 'is' 'only' 'currently' 'attacking' 'clients' 'of' 'Russian'
 'banks' '.']",[ 1 10 10 10 10 10 10 10 10 10]
1414,"['Typically' ',' 'however' ',' 'cybercriminals' 'first' 'test-run' 'a'
 'technology' 'on' 'the' 'Russian' 'sector' 'of' 'the' 'Internet' 'and'
 'then' 'roll' 'it' 'out' 'globally' ',' 'attacking' 'users' 'in' 'other'
 'countries' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10]"
1415,"['It' 'steals' 'SMS' 'messages' 'and' 'information' 'about' 'voice'
 'calls' '.']",[10 10 10 10 10 10 10 10 10 10]
1416,"['It' 'helps' 'the' 'attacker' 'find' 'out' 'which' 'banks' 'the' 'owner'
 'of' 'the' 'smartphone' 'calls' '–' 'the' 'Trojan' 'receives' 'a' 'list'
 'of' 'bank' 'phone' 'numbers' 'from' 'its' 'C' '&' 'C' 'server' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10]"
1417,['It' 'steals' 'money' 'from' 'the' 'victim' '’' 's' 'bank' 'account' '.'],[10 10 10 10 10 10 10 10 10 10 10]
1418,"['In' 'Russia' ',' 'some' 'major' 'banks' 'offer' 'their' 'clients' 'a'
 'special' 'service' 'that' 'allows' 'them' 'to' 'transfer' 'money' 'from'
 'their' 'bank' 'card' 'to' 'their' 'mobile' 'phone' 'account' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10]"
1419,"['Customers' 'have' 'to' 'send' 'a' 'set' 'text' 'message' 'from' 'their'
 'phone' 'to' 'a' 'specific' 'bank' 'number' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1420,"['Svpeng' 'sends' 'the' 'corresponding' 'messages' 'to' 'the' 'SMS'
 'services' 'of' 'two' 'banks' '.']",[ 1 10 10 10 10 10 10 10 10 10 10 10 10]
1421,"['Svpeng' 'does' 'this' 'to' 'check' 'if' 'the' 'cards' 'from' 'these'
 'banks' 'are' 'attached' 'to' 'the' 'number' 'of' 'the' 'infected'
 'phone' 'and' 'to' 'find' 'out' 'the' 'account' 'balance' '.']","[ 1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10]"
1422,"['If' 'the' 'phone' 'is' 'attached' 'to' 'a' 'bank' 'card' ',' 'commands'
 'are' 'sent' 'from' 'the' 'C' '&' 'C' 'server' 'with' 'instructions' 'to'
 'transfer' 'money' 'from' 'the' 'user' '’' 's' 'bank' 'account' 'to'
 'his/her' 'mobile' 'account' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10 10 10 10 10 10 10 10 10 10 10]"
1423,"['The' 'cybercriminals' 'then' 'send' 'this' 'money' 'to' 'a' 'digital'
 'wallet' 'or' 'to' 'a' 'premium' 'number' 'and' 'cash' 'it' 'in' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1424,"['It' 'steals' 'logins' 'and' 'passwords' 'to' 'online' 'banking'
 'accounts' 'by' 'substituting' 'he' 'window' 'displayed' 'by' 'the'
 'bank' 'application' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1425,"['Currently' ',' 'this' 'only' 'affects' 'Russian' 'banks' ',' 'but' 'the'
 'technology' 'behind' 'Svpeng' 'could' 'easily' 'be' 'used' 'to' 'target'
 'other' 'banking' 'applications' '.']",[10 10 10 10 10 10 10 10 10 10 10 10  1 10 10 10 10 10 10 10 10 10 10]
1426,"['It' 'steals' 'bank' 'card' 'information' '(' 'the' 'number' ',' 'the'
 'expiry' 'date' ',' 'CVC2/CVV2' ')' 'imitating' 'the' 'process' 'of'
 'registering' 'the' 'bank' 'card' 'with' 'Google' 'Play' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
  3  8 10]"
1427,"['If' 'the' 'user' 'has' 'launched' 'Play' 'Market' ',' 'the' 'Trojan'
 'intercepts' 'the' 'event' 'and' 'displays' 'a' 'window' 'on' 'top' 'of'
 'the' 'Google' 'Play' 'window' ',' 'prompting' 'the' 'user' 'to' 'enter'
 'his/her' 'bank' 'card' 'details' 'in' 'the' 'fake' 'window' '.']","[10 10 10 10 10  3  8 10 10 10 10 10 10 10 10 10 10 10 10 10 10  3  8 10
 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]"
1428,"['The' 'data' 'entered' 'by' 'the' 'user' 'is' 'sent' 'to' 'the'
 'cybercriminals' '.']",[10 10 10 10 10 10 10 10 10 10 10 10]
1429,"['mobile_treats_2013_06s' 'It' 'extorts' 'money' 'from' 'users' 'by'
 'threatening' 'to' 'block' 'the' 'smartphone' ':' 'it' 'displays' 'a'
 'message' 'demanding' '$' '500' 'to' 'unblock' 'the' 'device' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10]"
1430,"['In' 'actual' 'fact' ',' 'the' 'Trojan' 'does' 'not' 'block' 'anything'
 'and' 'the' 'phone' 'can' 'be' 'used' 'without' 'any' 'problems' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1431,"['It' 'hides' 'traces' 'of' 'its' 'activity' 'by' 'masking' 'the'
 'outgoing' 'and' 'incoming' 'text' 'messages' 'and' 'blocking' 'calls'
 'and' 'messages' 'from' 'numbers' 'belonging' 'to' 'the' 'bank' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10
 10 10]"
1432,"['The' 'Trojan' 'gets' 'the' 'list' 'of' 'bank' 'phone' 'numbers' 'from'
 'its' 'C' '&' 'C' 'server' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1433,"['It' 'protects' 'itself' 'from' 'deletion' 'by' 'requesting' 'Device'
 'Administrator' 'rights' 'during' 'the' 'installation' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1434,"['As' 'a' 'result' ',' 'the' 'Trojan' 'delete' 'button' 'in' 'the' 'list'
 'of' 'applications' 'becomes' 'inactive' ',' 'which' 'may' 'cause'
 'problems' 'for' 'inexperienced' 'users' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1435,"['It' 'is' 'impossible' 'to' 'deprive' 'it' 'of' 'these' 'rights'
 'without' 'the' 'use' 'of' 'specialized' 'tools' '(' 'such' 'as'
 'Kaspersky' 'Internet' 'Security' 'for' 'Android' ')' '.']","[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10  3  8  8 10  3 10
 10]"
1436,"['To' 'protect' 'itself' 'from' 'being' 'removed' ',' 'Svpeng' 'uses' 'a'
 'previously' 'unknown' 'vulnerability' 'in' 'Android' '.']",[10 10 10 10 10 10 10  1 10 10 10 10 10 10  3 10]
1437,"['It' 'uses' 'the' 'same' 'trick' 'to' 'prevent' 'the' 'smartphone' 'from'
 'being' 'returned' 'to' 'its' 'factory' 'settings' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1438,"['The' 'Trojan' 'is' 'distributed' 'in' 'Russia' 'and' 'CIS' 'countries'
 '.']",[10 10 10 10 10 10 10 10 10 10]
1439,"['But' ',' 'as' 'we' 'have' 'already' 'mentioned' ',' 'the' 'criminals'
 'could' 'easily' 'turn' 'their' 'attention' 'to' 'users' 'in' 'other'
 'countries' '.']",[10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1440,"['Perkele' 'and' 'Wroba' 'Foreign' 'users' 'have' 'also' 'been' 'on' 'the'
 'receiving' 'end' 'of' 'several' 'malicious' 'innovations' 'targeting'
 'bank' 'accounts' '.']",[ 1 10  1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
1441,"['The' 'Perkele' 'Android' 'Trojan' 'not' 'only' 'attacks' 'Russian'
 'users' 'but' 'also' 'clients' 'of' 'several' 'European' 'banks' '.']",[10  1 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10]
